
"O Tolo que era Sábio","Todos os dias o Mullah Nasrudin ia esmolar na feira, e as pessoas adoravam vê-lo fazendo o papel de tolo, com o seguinte truque:

Mostravam duas moedas, uma valendo dez vezes mais que a outra. Nasrudin sempre escolhia a menor. A história correu pelo condado.

Dia após dia, grupos de homens e mulheres mostravam as duas moedas, e Nasrudin sempre ficava com a menor. Até que apareceu um senhor generoso, cansado de ver Nasrudin sendo ridicularizado daquela maneira. Chamando-o a um canto da praça, disse:

- Sempre que lhe oferecerem duas moedas, escolha a maior. Assim terá mais dinheiro e não será considerado idiota pelos outros.

Nasrudin lhe respondeu:

- O senhor parece ter razão, mas se eu escolher a moeda maior, as pessoas vão deixar de me oferecer dinheiro, para provar que sou mais idiota que elas. O senhor não sabe quanto dinheiro já ganhei, usando este truque.

E cheio de sabedoria acrescentou:

- Não há nada de errado em se passar por tolo, se na verdade o que você está fazendo é inteligente. Às vezes, é de muita sabedoria se passar por tolo e é muito melhor passar por tolo e ser inteligente do que ter inteligência e usar fazendo tolices.

""Os sábios não dizem o que sabem, os tolos não sabem o que dizem!""

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 07 Agosto 2004 em Metáforas","2015-09-25 01:32:37"
"Um abraço","O que você faz quando está com dor de cabeça, ou quando está chateado? Será que existe algum remédio para aliviar a maioria dos problemas físicos e emocionais? Pois é, durante muito tempo estivemos à procura de alguma coisa que nos rejuvenescesse, que prolongasse nosso bom humor, que nos protegesse contra doenças, que curasse nossa depressão e que nos aliviasse do estresse. Sim, alguma coisa que fortalecesse nossos laços afetivos e que, inclusive, nos ajudasse a adormecer tranqüilos.

Encontramos! O remédio já havia sido descoberto e já estava à nossa disposição. O mais impressionante de tudo é que ainda por cima não custa nada. Aliás, custa sim, custa abrir mão de um pouco de orgulho, um pouco de pretensão de ser auto-suficiente, um pouco de vontade de viver do jeito que queremos, sem depender dos outros.

É o abraço. O abraço é milagroso. É medicina realmente muito forte. O abraço, como sinal de afetividade e de carinho pode nos ajudar a viver mais tempo, proteger-nos contra doenças, curar a depressão, fortificar os laços afetivos.

O abraço é um excelente tônico. Hoje sabemos que a pessoa deprimida é bem mais suscetível a doenças. O abraço diminui a depressão e revigora o sistema imunológico. O abraço injeta nova vida nos corpos cansados e fatigados, e a pessoa abraçada sente-se mais jovem e vibrante. O uso regular do abraço prolonga a vida e estimula a vontade de viver.

Recentemente ouvimos a teoria muito interessante de uma psicóloga americana, dizendo que você precisa de quatro abraços por dia para sobreviver, oito abraços para manter-se vivo e doze abraços por dia para prosperar. E o mais bonito é que esse remédio não tem contra-indicação e não há maneira de dá-lo sem ganhá-lo de volta.

Pense nisso!

Já há algum tempo temos visto, colado nos vidros de alguns veículos, um adesivo muito simpático, dizendo: abrace mais! Eis uma proposta nobre: abraçar mais. O contato físico do abraço se faz necessário para que as trocas de energias se dêem, e para que a afetividade entre duas pessoas seja constantemente revitalizada.

O ""abraçar mais"" é um excelente começo para aqueles de nós que nos percebemos um tanto afastados das pessoas, um tanto frios no trato com os outros. Só quem já deu ou recebeu um sincero abraço sabe o quanto este gesto, aparentemente simples, consegue dizer.

Muitos pedidos de perdão foram traduzidos em abraços...

Muitos dizeres ""eu te amo"" foram convertidos em abraços.

Muitos sentimentos de saudade foram calados por abraços.

Muitas despedidas emocionadas selaram um amor sem fim no aconchego de um abraço.

Assim, convidamos você a abraçar mais.

Doe seu abraço apertado para alguém, e receba imediatamente a volta deste ato carinhoso.

Pense nisso! Abrace mais você também.

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 31 Julho 2004 em Metáforas","2015-09-25 01:32:57"
"O Sábio Mestre","Há muito tempo atrás, havia um mestre que vivia junto com um grande número de discípulos em um templo arruinado. Os discípulos sobreviviam através de esmolas e doações conseguidas numa cidade próxima. Logo, muitos deles começaram a reclamar sobre as péssimas condições em que viviam. Em resposta, o velho mestre disse um dia: ""Nós devemos reformar as paredes do templo. Desde que nós somente ocupamos o nosso tempo estudando e meditando, não há tempo para que possamos trabalhar e arrecadar o dinheiro que precisamos. Assim, eu pensei numa solução simples"".

Todos os estudantes se reuniam diante do mestre, ansiosos em ouvir suas palavras. O mestre disse: ""Cada um de vocês deve ir para a cidade e roubar bens que poderão ser vendidos para a arrecadação de dinheiro. Desta forma, nós seremos capazes de fazer um boa reforma em nosso templo"".

Os estudantes ficaram espantados por este tipo de sugestão vir do sábio mestre. Mas, desde que todos tinham o maior respeito por ele, não fizeram nenhum protesto. O mestre disse logo a seguir, de modo bastante severo: ""No sentido de não manchar a nossa excelente reputação, por estarmos cometendo atos ilegais e imorais, solicito que cometam o roubo somente quando ninguém estiver olhando. Eu não quero que ninguém seja pego"".

Quando o mestre se afastou, os estudantes discutiram o plano entre eles. ""É errado roubar"", disse um deles, ""Por que nosso mestre nos solicitou para cometermos este ato ?"". Outro respondeu em seguida, ""Isto permitirá que possamos reformar o nosso templo, na qual é uma boa causa"". Assim, todos concordaram que o mestre era sábio e justo e deveria ter uma razão para fazer tal tipo de requisição. Logo, partiram em direção a cidade, prometendo coletivamente que eles não seriam pegos, para não causarem a desgraça para o templo. ""Sejam cuidadosos e não deixe que ninguém os veja roubando"", incentivavam uns aos outros.

Todos os estudantes, com exceção de um, foram para a cidade. O sábio mestre se aproximou dele e perguntou-lhe: ""Por que você ficou para trás?""

O garoto respondeu: ""Eu não posso seguir as suas instruções para roubar onde ninguém esteja me vendo. Não importa aonde eu vá, eu sempre estarei olhando para mim mesmo. Meu próprios olhos irão me ver roubando"". O sábio mestre abraçou o garoto com um sorriso de alegria e disse: ""Eu somente estava testando a integridade dos meus estudantes e você é o único que passou no teste!""

Após muitos anos, o garoto se tornou um grande mestre.

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 24 Julho 2004 em Metáforas","2015-09-25 01:33:15"
"O Relógio","O colégio onde eu estudava, em menina, costumava encerrar o ano letivo com um espetáculo teatral. Eu adorava aquilo, porém nunca fora convidada para participar, o que me trazia uma secreta mágoa.

Quando fiz onze anos avisaram-me que, finalmente, ia ter um papel para representar. Fiquei felicíssima, mas esse estado de espírito durou pouco: escolheram uma colega minha para o desempenho principal. A mim coube uma ponta, de pouca importância.

Minha decepção foi imensa. Voltei para casa em pranto. Mamãe quis saber o que se passava e ouviu toda a minha história, entre lágrimas e soluços. Sem nada dizer ela foi buscar o bonito relógio de bolso de papai e colocou-o em minhas mãos, dizendo:

- Que é que você está vendo?

- Um relógio de ouro, com mostrador e ponteiros.

Em seguida, mamãe abriu a parte traseira do relógio e repetiu a pergunta:

- E agora, o que está vendo?

- Ora, mamãe, aí dentro parece haver centenas de rodinhas e parafusos.

Mamãe me surpreendia, pois aquilo nada tinha a ver com o motivo do meu aborrecimento. Entretanto, calmamente ela prosseguiu:

Este relógio, tão necessário ao seu pai e tão bonito, seria absolutamente inútil se nele faltasse qualquer parte, mesmo a mais insignificante das rodinhas ou o menor dos parafusos.

Nós nos entrefitamos e, no seu olhar calmo e amoroso, eu compreendi sem que ela precisasse dizer mais nada. Essa pequena lição tem me ajudado muito a ser mais feliz na vida. Aprendi, com a máquina daquele relógio, quão essenciais são mesmo os deveres mais ingratos e difíceis, que nos cabem a todos. Não importa que sejamos o mais ínfimo parafuso ou a mais ignorada rodinha, desde que o trabalho, em conjunto, seja para o bem de todos. E percebi, também, que se o esforço tiver êxito o que menos importa são os aplausos exteriores. O que vale mesmo é a paz de espírito do dever cumprido...

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 17 Julho 2004 em Metáforas","2015-09-25 01:33:35"
"O Poder da Determinação de um Jovem","A casinha de uma escola rural era aquecida por um velho e bojudo forno a carvão. Um garotinho tinha a função de ir mais cedo à escola todos os dias, para acender o fogo e aquecer o recinto antes que a professora e seus colegas chegassem.

Certa manhã, eles chegaram e encontraram a escola engolida pelas chamas. Retiraram o garotinho inconsciente do prédio em chamas, mais morto do que vivo. Tinha queimaduras profundas na parte inferior do corpo e foi levado para o hospital do município vizinho.

De seu leito, o semiconsciente e pavorosamente queimado garotinho ouviu ao longe o médico que conversava com sua mãe. O médico dizia a ela que seu filho seguramente morreria - o que na realidade, até seria melhor - pois o terrível fogo devastara a parte inferior de seu corpo.

Porém o bravo garotinho não queria morrer. Ele se convenceu de que sobreviveria. De alguma maneira, ele realmente sobreviveu. Quando o risco de morte havia passado, ele novamente ouviu o médico e sua mãe falando baixinho. A mãe foi informada de que, uma vez que o fogo destruíra tantos músculos na parte inferior de seu corpo, quase que teria sido melhor que ele tivesse morrido, já que estava condenado a ser eternamente inválido e não fazer uso algum de seus membros inferiores.

Mais uma vez o bravo garotinho tomou uma decisão. Não seria inválido. Ele andaria. Mas, infelizmente, da cintura para baixo, ele não tinha nenhuma capacidade motora. Suas pernas finas pendiam inertes, quase sem vida.

Finalmente, ele teve alta do hospital. Todos os dias sua mãe massageava suas perninhas, mas não havia sensação, controle, nada. Ainda assim, sua determinação de andar era mais forte do que nunca.

Quando ele não estava na cama, estava confinado a uma cadeira de rodas. Num dia ensolarado, sua mãe o conduziu até o quintal para tomar um pouco de ar fresco. Neste dia, ao invés de ficar sentado na cadeira, ele se jogou no chão. Arrastou-se pela grama, puxando as pernas atrás de si.

Arrastou-se até a cerca de estacas brancas que limitava o terreno. Com grande esforço, levantou-se apoiando-se na cerca. E então, estaca por estaca começou a arrastar-se ao longo da cerca, decidido a andar. Começou a fazer isso todos os dias até que um caminho se formou ao lado da cerca, e em volta de todo o quintal. Não havia nada que ele desejasse mais do que dar vidas àquelas pernas.

Finalmente, com as massagens diárias, com sua persistência de ferro e com sua resoluta determinação, ele foi capaz de ficar em pé, depois de andar mancando, e então, de andar sozinho. Mais tarde, de correr.

Começou a caminhar para a escola, depois passou a correr para a escola, e a correr, pura e simplesmente, pela alegria de correr. Na faculdade, integrou o time de corrida com obstáculos.

Depois, no Madison Square Garden, aquele rapaz sem esperanças de sobreviver, que seguramente não andaria nunca mais, e que jamais poderia esperar correr - aquele rapaz determinado, o Dr. Glenn Cunningham, foi o corredor mais rápido do mundo na corrida de uma milha!

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 10 Julho 2004 em Metáforas","2015-09-25 01:33:52"
"O Nó do Afeto","Em uma reunião de pais, numa escola da periferia, a diretora ressaltava o apoio que os pais devem dar aos filhos; pedia-lhes também que se fizessem presentes o máximo de tempo possível...

Ela entendia que, embora a maioria dos pais e mães daquela comunidade trabalhassem fora, deveriam achar um tempinho para se dedicar e entender as crianças.

Mas a diretora ficou muito surpresa quando um pai se levantou e explicou, com seu jeito humilde, que ele não tinha tempo de falar com o filho, nem de vê-lo, durante a semana, porque, quando ele saía para trabalhar, era muito cedo, e o filho ainda estava dormindo...Quando voltava do serviço, já era muito tarde, e o garoto não estava mais acordado.

Explicou, ainda, que tinha de trabalhar assim para prover o sustento da família, mas também contou que isso o deixava angustiado por não ter tempo para o filho e que tentava se redimir, indo beijá-lo todas as noites quando chegava em casa. E, para que o filho soubesse da sua presença, ele dava um nó na ponta do lençol que o cobria. Isso acontecia religiosamente todas as noites quando ia beijá-lo. Quando o filho acordava e via o nó, sabia, através dele, que o pai tinha estado ali e o havia beijado.

O nó era o meio de comunicação entre eles.

A diretora emocionou-se com aquela singela história e ficou surpresa quando constatou que o filho desse pai era um dos melhores alunos da escola. O fato nos faz refletir sobre as muitas maneiras de as pessoas se fazerem presentes, de se comunicarem com os outros. Aquele pai encontrou a sua, que era simples, mas eficiente. E o mais importante é que o filho percebia, através do nó afetivo, o que o pai estava lhe dizendo.

Por vezes, nos importamos tanto com a forma de dizer as coisas e esquecemos o principal, que é a comunicação através do sentimento; simples gestos como um beijo e um nó na ponta do lençol, valiam, para aquele filho, muito mais do que presentes ou desculpas vazias. É válido que nos preocupemos com as pessoas, mas é importante que elas saibam, que elas sintam isso.

Para que haja a comunicação é preciso que as pessoas ""ouçam"" a linguagem do nosso coração, pois, em matéria de afeto, os sentimentos sempre falam mais alto que as palavras.

É por essa razão que um beijo, revestido do mais puro afeto, cura a dor de cabeça, o arranhão no joelho, o medo do escuro.

As pessoas podem não entender o significado de muitas palavras, mas sabem registrar um gesto de amor. Mesmo que esse gesto seja apenas um nó... Um nó cheio de afeto e carinho.

E você, já deu algum nó afetivo hoje?

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 03 Julho 2004 em Metáforas","2015-09-25 01:34:11"
"O Movimento certo","Um dia, há muitos anos, quando eu trabalhava como psicólogo em uma instituição para crianças, um adolescente apareceu na sala de espera.

Eu fui até lá onde ele estava andando agitado de um lado para outro. Eu mostrei o meu consultório e apontei a cadeira do outro lado de minha mesa. Era uma tarde de outono e o arbusto lá fora tinha perdido todas suas folhas.

- Sente-se por favor, eu disse. David usava uma capa preta de chuva abotoado até o pescoço. Sua rosto era pálido, o olhar fixo em seus pés e as mãos pressionadas nervosamente. Tinha perdido seu pai quando criança e tinha vivido com sua mãe e seu avô desde então. Mas no ano que David completaria 13 anos, seu avô morreu e sua mãe foi morta em um acidente de trânsito. Agora, com 14 anos e sem o cuidado da família, seu professor tinha me consultado. ""Este menino"", escreveu, ""está compreensivelmente muito triste e deprimido. Ele se recusa a falar com os outros garotos e eu estou muito preocupado com ele. Você pode ajudar de alguma forma?"" Eu olhei para David. Como eu poderia lhe ajudar? Há tragédias humanas que a para a qual a psicologia não tem respostas e nenhuma palavra pode descrever. Às vezes a melhor coisa que se pode fazer é escutar aberta e simpaticamente. Nas primeiras duas vezes que nos encontramos, David não pronunciou uma só palavra. Sentou-se arqueado para cima e só observava os desenhos das crianças na parede atrás de mim. Quando ele estava a ponto de partir depois da segunda visita, eu coloquei minha mão sobre seu ombro. Ele não se virou e sequer me olhou.

- Volte na próxima semana, se você quiser, eu disse. Hesitei um pouco e completei:

- Eu sei que dói. Ele veio, e eu sugeri que jogássemos xadrez. Ele concordou acenando com a cabeça. Jogamos xadrez por toda a tarde da quarta-feira, em completo silêncio e sem estabelecer qualquer contato através do olhar. Não é fácil trapacear no xadrez, mas eu fiz com que David ganhasse algumas vezes. Normalmente, ele chegava mais cedo do que o combinado, pegava o tabuleiro e as peças do xadrez e montava antes que eu tivesse a chance de me sentar. Parecia que apreciava minha companhia. Mas por que nunca me olhou?

""Talvez necessite apenas de alguém para compartilhar de sua dor"" pensei. ""Talvez perceba que eu respeito seu sofrimento"". Algum tempo depois, David já retirava sua capa de chuva e colocava sobre o encosto da cadeira. Quando montava as peças do xadrez seu rosto parecia-me mais vivo e seus movimentos mais animados. Alguns meses mais tarde, quando já florescia lá fora, eu observava David, quando de repente, ele olhou para mim e disse:

- É sua vez. Depois desse dia David começou a falar. Criou amigos na escola e associou-se a um clube de bicicleta. Escreveu-me algumas vezes (""eu pedalo com alguns amigos e eu me sinto bem""); escrevia sobre como tentaria entrar na universidade. Depois, as cartas pararam. Tinha começado agora viver sua própria vida. Talvez eu tenha dado algo à David. Talvez. Mas eu aprendi muito dele. Eu aprendi como o tempo torna possível superar o que parece ser uma dor insuperável. Eu aprendi a estar disponível para as pessoas que precisem de mim.

E o David mostrou-me como - sem dizer qualquer palavra - estender a mão para outra pessoa. Tudo isto exige um abraço, um ombro para chorar, um toque amigo, um jeito simpático e um ouvido que escute.

Tom Crabtree

Enviada por: Edeli Arnaldi
Publicado: 26 Junho 2004 em Metáforas ","2015-09-25 01:34:28"
"O Milagre da Canção de um Irmão","Como qualquer mãe, quando Karen soube que um bebê estava a caminho, fez todo o possível para ajudar o seu outro filho, Michael, com três anos de idade, a se preparar para a chegada. Os exames mostraram que era uma menina, e todos os dias Michael cantava perto da barriga de sua mãe. Ele já amava a sua irmãzinha antes mesmo dela nascer. A gravidez se desenvolveu normalmente. No tempo certo, vieram as contrações. Primeiro, a cada cinco minutos; depois a cada três; então, a cada minuto uma contração. Entretanto, surgiram algumas complicações e o trabalho de parto de Karen demorou horas.

Todos discutiam a necessidade provável de uma cesariana. Até que, enfim, depois de muito tempo, a irmãzinha de Michael nasceu. Só que ela estava muito mal. Com a sirene no último volume, a ambulância levou a recém-nascida para a UTI neonatal do Hospital Saint Mary. Os dias passaram. A menininha piorava. O médico disse aos pais: ""Preparem-se para o pior. Há poucas esperanças"".

Karen e seu marido começaram, então, os preparativos para o funeral. Alguns dias atrás estavam arrumando o quarto para esperar pelo novo bebê. Hoje, os planos eram outros.

Enquanto isso, Michael todos os dias pedia aos pais que o levassem para conhecer a sua irmãzinha. ""Eu quero cantar para ela"", ele dizia. A segunda semana de UTI entrou e esperava-se que o bebê não sobrevivesse até o final dela. Michael continuava insistindo com seus pais para que o deixassem cantar para sua irmã, mas crianças não eram permitidas na UTI. Entretanto, Karen decidiu. Ela levaria Michael ao hospital de qualquer jeito. Ele ainda não tinha visto a irmã e, se não fosse hoje, talvez não a visse viva. Ela vestiu Michael com uma roupa um pouco maior, para disfarçar a idade, e rumou para o hospital. A enfermeira não permitiu que ele entrasse e exigiu que ela o retirasse dali. Mas Karen insistiu: ""Ele não irá embora até que veja a sua irmãzinha!""

Ela levou Michael até a incubadora. Ele olhou para aquela trouxinha de gente que perdia a batalha pela vida. Depois de alguns segundos olhando, ele começou a cantar, com sua voz pequenininha: ""Você é o meu sol, o meu único sol. Você me deixa feliz mesmo quando o céu está escuro..."" Nesse momento, o bebê pareceu reagir. A pulsação começou a baixar e se estabilizou. Karen encorajou Michael a continuar cantando. ""Você não sabe, querida, quanto eu te amo. Por favor, não leve o meu sol embora..."" Enquanto Michael cantava, a respiração difícil do bebê foi se tornando suave. ""Continue, querido!"", pediu Karen, emocionada.

""Outra noite, querida, eu sonhei que você estava em meus braços..."" O bebê começou a relaxar. ""Cante mais um pouco, Michael."" A enfermeira começou a chorar. ""Você é o meu sol, o meu único sol. Você me deixa feliz mesmo quando o céu está escuro...Por favor, não leve o meu sol embora...""

No dia seguinte, a irmã de Michael já tinha se recuperado e em poucos dias foi para casa.

O Woman's Day Magazine chamou essa história de ""O milagre da canção de um irmão"". Os médicos chamaram simplesmente de milagre. Karen chamou de milagre do amor de Deus.

Nunca abandone aquele que você ama. O amor é incrivelmente poderoso.

Autor desconhecido

Enviada por: Edeli Arnaldi
Publicado: 19 Junho 2004 em Metáforas","2015-09-25 01:34:45"
"O Melhor de Todos","Meu dia começou a azedar quando vi meu menino de seis anos com um galho cheio de minhas azaléas.

- Posso levar estas flores para a escola? Ele pediu. Com um aceno de mão, eu o mandei para fora. Me virei para que ele não percebesse as lágrimas em meus olhos. Eu adoro aquela azaléa. Eu toquei no galho quebrado como que a dizer-lhe silenciosamente,

- Sinto muito. Para complicar um pouco mais o meu dia, a máquina de lavar quebrou e quando Jonathan perguntou o que eu faria para o almoço, percebi que estava com a geladeira vazia e não tinha muitas opções. Dias como este me fazem querer parar e desistir de tudo. Eu apenas queria fugir até as montanhas, me esconder em uma caverna e nunca mais colocar a cara para fora. De algum modo eu consegui arrastar a roupa molhada até o tanque. Eu passei a maior parte do dia lavando roupa e pensando em como o amor tinha desaparecido de minha vida. Quando eu terminei de pendurar a última das camisas de meu marido, olhei o relógio: duas e meia. Eu estava atrasada.

A aula de Jonathan terminava às 2:15. Fui correndo para a escola. Ofegante, bati na porta da sala e olhei através do vidro. A professora fez sinal para que eu esperasse. Ela disse algo a Jonathan e entregou para ele e para outras duas crianças, lápis de cera e uma folha de papel. O que virá agora? Eu pensei quando, através da porta, ela pediu que eu entrasse na sala.

- Quero lhe falar sobre o Jonathan. Ela disse. Me preparei para o pior. Nada mais me surpreenderia naquele dia.

- Você sabe das flores trazidas por Jonathan à escola hoje? Ela perguntou. Eu respondi que sim, lembrando de meu arbusto favorito e tentando esconder a mágoa em meus olhos. Eu olhei de relance para meu filho que estava ocupado colorindo um desenho. Seu cabelo ondulado estava muito comprido e caía em sua testa. Seus olhos azuis brilhavam enquanto admirava sua obra.

- Deixe-me contar sobre o que aconteceu ontem, a professora continuou. Está vendo aquela menina? Eu olhei para a menina que ria divertida, apontando um desenho na parede e assenti.

- Bem, ontem estava quase histérica. Seus pais estão atravessando um momento muito difícil, estão se divorciando. Ela disse que não queria mais viver. E disse bem alto, com o rosto escondido entre as mãozinhas, para toda a sala ouvir: ""ninguém me ama"". Eu fiz tudo o que pude para consolar, mas parecia que nada mais importava.

- Eu achei que você queria me falar sobre Jonathan. Eu interrompi.

- Eu vou, ela disse. Hoje seu filho entrou e foi direto até ela. Ele entregou a ela algumas bonitas flores e sussurrou ""eu te amo"". Senti meu coração inchar-se de orgulho com o que meu filho tinha feito. Eu sorri para a professora.

- Obrigada, eu disse, puxando Jonathan pela mão. - Você salvou o meu dia. Mais tarde, eu arrancava ervas daninhas em torno de meu desequilibrado arbusto de azaléa. Pensando no amor que Jonathan demonstrou pela menina, um verso bíblico me veio à memória: ""... estes três permanecem: a fé, a esperança e o amor. Mas o maior de todos é o amor.""

Enquanto meu filho tinha colocado o amor na prática, eu tinha apenas sentido raiva. Eu ouvi o barulho familiar do carro de meu marido entrando na garagem. Eu arranquei um pequeno galho de azaléas e corri até ele. Eu senti a semente do amor que Deus plantou em minha família recomeçar a florescer em mim. Meu marido arregalou os olhos de surpresa quando eu lhe entreguei as flores e disse, - Eu te amo.

Tradução de Sérgio Barros do texto de Nanette Thorsen-Snipes

Enviada por: Edeli Arnaldi
Publicado: 12 Junho 2004 em Metáforas","2015-09-25 01:35:09"
"O Guardião do Castelo","Certo dia, num mosteiro zen-budista, com a morte do guardião foi preciso encontrar um substituto. O grande Mestre convocou então todos os discípulos para determinar quem seria o novo sentinela. O Mestre, com muita tranqüilidade, falou:

- ""Assumirá o posto o primeiro monge que resolver o problema que vou apresentar.""

Então, ele colocou uma mesinha magnífica no centro da enorme sala em que estavam reunidos e, em cima dela, pôs um vaso de porcelana muito raro, com uma rosa amarela de extraordinária beleza a enfeitá-lo e disse apenas:

- ""Aqui está o problema!"" Todos ficaram olhando a cena. O vaso belíssimo, de valor inestimável, com a maravilhosa flor ao centro. O que representaria? O que fazer? Qual o enigma?

Nesse instante, um dos discípulos sacou a espada, olhou o Mestre, os companheiros, dirigiu-se ao centro da sala e ... ZAPT ... destruiu tudo, com um só golpe. Tão logo o discípulo retornou a seu lugar, o Mestre disse:

- ""Você será o novo Guardião do Castelo.""

Moral da História: Não importa qual o problema. Nem que seja algo lindíssimo. Se for um problema, precisa ser eliminado. Um problema é um problema. Mesmo que se trate de uma mulher sensacional, um homem maravilhoso ou um grande amor que se acabou. Por mais lindo que seja ou, tenha sido, se não existir mais sentido para ele em sua vida, tem que ser suprimido.

Muitas pessoas carregam a vida inteira o peso de coisas que foram importantes no passado, mas que hoje somente ocupam um espaço inútil em seus corações e mentes. Espaço esse indispensável para recriar a vida. Existe um provérbio oriental que diz: ""Para você beber vinho numa taça cheia de chá é necessário primeiro jogar o chá fora, para então, beber o vinho.""

Limpe a sua vida, comece pelas gavetas, armários, até chegar às pessoas do passado que não fazem mais sentido estar ocupando espaço em seu coração. O passado serve como lição, como experiência, como referência. Serve para ser relembrado e não revivido. Use as experiências do passado no presente, para construir o seu futuro. Necessariamente nessa ordem!

Enviada por: Edeli Arnaldi
Publicado: 05 Junho 2004 em Metáforas ","2015-09-25 01:35:58"
"O Fazendeiro e o Cavalo","Um fazendeiro, que lutava com muitas dificuldades, possuía alguns cavalos para ajudar nos trabalhos em sua pequena fazenda. Um fazendeiro, que lutava com muitas dificuldades, possuía alguns cavalos para ajudar nos trabalhos em sua pequena fazenda.

Um dia, seu capataz veio trazer a notícia de que um dos cavalos havia caído num velho poço abandonado.

O poço era muito profundo e seria extremamente difícil tirar o cavalo de lá. O fazendeiro foi rapidamente até o local do acidente, avaliou a situação, certificando-se que o animal não se havia machucado.

Mas, pela dificuldade e alto custo para retirá-lo do fundo do poço, achou que não valia a pena investir na operação de resgate.

Tomou, então, a difícil decisão: determinou ao capataz que sacrificasse o animal jogando terra no poço até enterrá-lo, ali mesmo.

E assim foi feito: os empregados, comandados pelo capataz, começaram a lançar terra para dentro do buraco de forma a cobrir o cavalo.

Mas, à medida que a terra caía em seu dorso, os animal a sacudia e ela ia se acumulando no fundo, possibilitando ao cavalo ir subindo.

Logo os homens perceberam que o cavalo não se deixava enterrar, mas, ao contrário, estava subindo à medida que a terra enchia o poço, até que, finalmente, conseguir sair.

Sabendo do caso, o fazendeiro ficou muito satisfeito e o cavalo viveu ainda muitos anos servindo, fielmente, a seu dono na fazenda.

Se você estiver ""lá embaixo"", sentindo-se pouco valorizado, quando, certos de seu ""desaparecimento"", os outros jogarem sobre você a ""terra da incompreensão, da falta de oportunidade e de apoio"", lembre-se desta história.

Não aceite a terra que jogaram sobre você, sacuda-a e suba sobre ela.

E quanto mais jogarem, mais você vai subindo... subindo... subindo ...

Enviada por: Edeli Arnaldi
Publicado: 29 Maio 2004 em Metáforas ","2015-09-25 01:36:17"
"O Exercício da Paciência","Esta é a historia de um menino que tinha um mau caráter. Seu pai lhe deu um saco de pregos e lhe disse que cada vez que perder a paciência, ele deveria pregar um prego atrás da porta.

No primeiro dia, o menino pregou 37 pregos atrás da porta. As semanas que seguiram, a medida que ele aprendia a controlar seu gênio, pregava cada vez menos pregos atrás da porta. Com o tempo descobriu que era mais fácil controlar seu gênio que pregar pregos atrás da porta.

Chegou o dia em que pode controlar seu caráter durante todo o dia.

Depois de informar a seu pai, este lhe sugeriu que retirasse um prego a cada dia que conseguisse controlar seu caráter. Os dias se passaram e o jovem pode finalmente anunciar a seu pai que não havia mais pregos atrás da porta.

Seu pai o pegou pela mão, o levou até a porta e lhe disse:

- Meu filho, vejo que tens trabalhado duro, mas veja todos estes buracos na porta. Nunca mais será a mesma.

Cada vez que tu perdes a paciência, deixa cicatrizes exatamente como as que vê aqui. Tu podes insultar alguém e retirar o insulto, mas dependendo da maneira como fala poderá ser devastador e a cicatriz ficará para sempre. Uma ofensa verbal pode ser tão daninha como uma ofensa física.

Os amigos são jóias preciosas. Nos fazem rir e nos animam a seguir adiante. Nos escutam com atenção e sempre estão prontos a abrir seu coração.

Enviada por: Edeli Arnaldi
Publicado: 22 Maio 2004 em Metáforas","2015-09-25 01:36:37"
"O Empréstimo","Na casa de chá um homem dizia aos amigos:

- Emprestei uma moeda de prata a uma pessoa e não tenho testemunhas. Receio que quem recebeu negue que a pus em suas mãos.

Os amigos ficaram com pena dele, um sufi que estava sentado num canto ergueu a cabeça e disse:

- Convide-o para tomar chá aqui e diga-lhe, na presença de todas estas pessoas, que você lhe emprestou vinte moedas de ouro.

- Como posso fazer isso se só lhe emprestei uma moeda de prata?

- É exatamente isso o que ele vai responder indignado - disse o sufi - e todos poderão ouvi-lo de seus lábios. Você não queria testemunhas???

Enviada por: Edeli Arnaldi
Publicado: 15 Maio 2004 em Metáforas","2015-09-25 01:36:53"
